Name,ID,Has Block,Mod,Class
Forestry:cratedJungleSapling,5035,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedAcaciaSapling,5036,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedDarkOakSapling,5037,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedBeeswax,5038,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedPollen,5039,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedCrystallinePollen,5040,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedPropolis,5041,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedHoneydew,5042,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedRoyalJelly,5043,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedHoneycombs,5044,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedCocoaComb,5045,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedSimmeringCombs,5046,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedStringyCombs,5047,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedFrozenCombs,5048,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedDrippingCombs,5049,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedSilkyCombs,5050,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedParchedCombs,5051,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedMysteriousCombs,5052,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedPowderyCombs,5053,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedWheatenCombs,5054,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedMossyCombs,5055,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedMellowCombs,5056,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedRefractoryWax,5057,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedCherry,5058,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedWalnut,5059,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedChestnut,5060,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedLemon,5061,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedPlum,5062,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedPapaya,5063,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedDates,5064,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedResin,5065,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedRubber,5066,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedScrap,5067,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedSilver,5068,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedBrass,5069,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryBlight,5070,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryDusk,5071,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerrySky,5072,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerrySting,5073,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryRasp,5074,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryBlue,5075,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryBlack,5076,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBerryMalo,5077,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBarley,5078,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingRedwood,5079,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingEucalyptus,5080,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingHopseed,5081,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingSakura,5082,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingGhostwood,5083,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingBlood,5084,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingDarkwood,5085,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingFusewood,5086,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingMaple,5087,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingSilverbell,5088,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingPurpleheart,5089,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingTiger,5090,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaSaplingWillow,5091,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaPotashApple,5092,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaGreenGlowshroom,5093,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaPurpleGlowshroom,5094,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBlueGlowshroom,5095,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogEucalyptus,5096,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogSakura,5097,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogGhostwood,5098,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogHopseed,5099,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogWillow,5100,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogBloodwood,5101,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogDarkwood,5102,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaLogFusewood,5103,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBlockHeatsand,5104,false,Forestry,forestry.core.items.ItemCrated
Forestry:cratedNaturaBlockTainted,5105,false,Forestry,forestry.core.items.ItemCrated
BiblioWoodsForestry:seatBack1,5106,false,BiblioWoodsForestry,jds.bibliowood.forestrywood.items.ItemSeatBackF1
BiblioWoodsForestry:seatBack2,5107,false,BiblioWoodsForestry,jds.bibliowood.forestrywood.items.ItemSeatBackF2
BiblioWoodsForestry:seatBack3,5108,false,BiblioWoodsForestry,jds.bibliowood.forestrywood.items.ItemSeatBackF3
BiblioWoodsForestry:seatBack4,5109,false,BiblioWoodsForestry,jds.bibliowood.forestrywood.items.ItemSeatBackF4
BiblioWoodsForestry:seatBack5,5110,false,BiblioWoodsForestry,jds.bibliowood.forestrywood.items.ItemSeatBackF5
BiblioWoodsNatura:seatBack1,5111,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN1
BiblioWoodsNatura:seatBack2,5112,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN2
BiblioWoodsNatura:seatBack3,5113,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN3
BiblioWoodsNatura:seatBack4,5114,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN4
BiblioWoodsNatura:seatBack5,5115,false,BiblioWoodsNatura,jds.bibliowood.naturawood.items.ItemSeatBackN5
BinnieCore:containerBucket,5116,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:containerCapsule,5117,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:containerRefractory,5118,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:containerCan,5119,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:containerGlass,5120,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:containerCylinder,5121,false,BinnieCore,binnie.core.liquid.ItemFluidContainer
BinnieCore:genesis,5122,false,BinnieCore,binnie.core.item.ItemGenesis
BinnieCore:fieldKit,5123,false,BinnieCore,binnie.genetics.item.ItemFieldKit
Botany:seed,5124,false,Botany,binnie.botany.flower.ItemSeed
Botany:pollen,5125,false,Botany,binnie.botany.flower.ItemPollen
Botany:database,5126,false,Botany,binnie.botany.genetics.ItemDictionary
Botany:trowelWood,5127,false,Botany,binnie.botany.gardening.ItemTrowel
Botany:trowelStone,5128,false,Botany,binnie.botany.gardening.ItemTrowel
Botany:trowelIron,5129,false,Botany,binnie.botany.gardening.ItemTrowel
Botany:trowelDiamond,5130,false,Botany,binnie.botany.gardening.ItemTrowel
Botany:trowelGold,5131,false,Botany,binnie.botany.gardening.ItemTrowel
Botany:insulatedTube,5132,false,Botany,binnie.botany.flower.ItemInsulatedTube
Botany:soilMeter,5133,false,Botany,binnie.botany.gardening.ItemSoilMeter
Botany:misc,5134,false,Botany,binnie.core.item.ItemMisc
Botany:itemFlower,5135,false,Botany,binnie.botany.flower.ItemFlower
Botany:pigment,5136,false,Botany,binnie.botany.items.ItemPigment
Botany:clay,5137,false,Botany,binnie.botany.items.ItemClay
ExtraBees:hiveFrame.cocoa,5138,false,ExtraBees,binnie.extrabees.apiary.ItemHiveFrame
ExtraBees:hiveFrame.cage,5139,false,ExtraBees,binnie.extrabees.apiary.ItemHiveFrame
ExtraBees:hiveFrame.soul,5140,false,ExtraBees,binnie.extrabees.apiary.ItemHiveFrame
ExtraBees:hiveFrame.clay,5141,false,ExtraBees,binnie.extrabees.apiary.ItemHiveFrame
ExtraBees:hiveFrame.debug,5142,false,ExtraBees,binnie.extrabees.apiary.ItemHiveFrame
ExtraBees:honeyComb,5143,false,ExtraBees,binnie.extrabees.products.ItemHoneyComb
ExtraBees:propolis,5144,false,ExtraBees,binnie.extrabees.products.ItemPropolis
ExtraBees:honeyDrop,5145,false,ExtraBees,binnie.extrabees.products.ItemHoneyDrop
ExtraBees:dictionary,5146,false,ExtraBees,binnie.extrabees.genetics.items.ItemDictionary
ExtraBees:misc,5147,false,ExtraBees,binnie.core.item.ItemMisc
ExtraTrees:database,5148,false,ExtraTrees,binnie.extratrees.item.ItemDictionary
ExtraTrees:databaseMoth,5149,false,ExtraTrees,binnie.extratrees.item.ItemMothDatabase
ExtraTrees:misc,5150,false,ExtraTrees,binnie.core.item.ItemMisc
ExtraTrees:food,5151,false,ExtraTrees,binnie.extratrees.item.ItemFood
ExtraTrees:hammer,5152,false,ExtraTrees,binnie.extratrees.item.ItemHammer
ExtraTrees:durableHammer,5153,false,ExtraTrees,binnie.extratrees.item.ItemHammer
Genetics:serumArray,5154,false,Genetics,binnie.genetics.item.ItemSerumArray
Genetics:misc,5155,false,Genetics,binnie.core.item.ItemMisc
Genetics:serum,5156,false,Genetics,binnie.genetics.item.ItemSerum
Genetics:sequence,5157,false,Genetics,binnie.genetics.item.ItemSequence
Genetics:database,5158,false,Genetics,binnie.genetics.item.ItemDatabase
Genetics:analyst,5159,false,Genetics,binnie.genetics.item.ItemAnalyst
Genetics:registry,5160,false,Genetics,binnie.genetics.item.ItemRegistry
Genetics:masterRegistry,5161,false,Genetics,binnie.genetics.item.ItemMasterRegistry
ForbiddenMagic:NetherShard,5162,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemDeadlyShard
ForbiddenMagic:GluttonyShard,5163,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemGluttonyShard
ForbiddenMagic:TaintShovel,5164,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemTaintShovel
ForbiddenMagic:TaintPickaxe,5165,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemTaintPickaxe
ForbiddenMagic:ArcaneCakeItem,5166,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemArcaneCake
ForbiddenMagic:SkullAxe,5167,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemSkullAxe
ForbiddenMagic:MorphPickaxe,5168,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemMorphPickaxe
ForbiddenMagic:MorphSword,5169,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemMorphSword
ForbiddenMagic:MorphShovel,5170,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemMorphShovel
ForbiddenMagic:MorphAxe,5171,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemMorphAxe
ForbiddenMagic:MobCrystal,5172,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemMobCrystal
ForbiddenMagic:DiabolistFork,5173,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemDiabolistFork
ForbiddenMagic:WandCores,5174,false,ForbiddenMagic,fox.spiteful.forbidden.items.wands.ItemWandCores
ForbiddenMagic:WandCaps,5175,false,ForbiddenMagic,fox.spiteful.forbidden.items.wands.ItemWandCaps
ForbiddenMagic:FMResource,5176,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemResource
ForbiddenMagic:Bloodwell,5177,false,ForbiddenMagic,fox.spiteful.forbidden.items.scribes.ItemBloodwell
ForbiddenMagic:EldritchOrb,5178,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemDivineOrb
ForbiddenMagic:Boundwell,5179,false,ForbiddenMagic,fox.spiteful.forbidden.items.scribes.ItemBoundwell
ForbiddenMagic:BloodRapier,5180,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemBloodRapier
ForbiddenMagic:Crystalwell,5181,false,ForbiddenMagic,fox.spiteful.forbidden.items.scribes.ItemCrystalwell
ForbiddenMagic:Primewell,5182,false,ForbiddenMagic,fox.spiteful.forbidden.items.scribes.ItemPrimewell
ForbiddenMagic:RidingCrop,5183,false,ForbiddenMagic,fox.spiteful.forbidden.items.tools.ItemRidingCrop
ForbiddenMagic:SubCollar,5184,false,ForbiddenMagic,fox.spiteful.forbidden.items.baubles.ItemSubCollar
ForbiddenMagic:RingNutrition,5185,false,ForbiddenMagic,fox.spiteful.forbidden.items.baubles.ItemRingNutrition
ForbiddenMagic:TaintFruit,5186,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemFruitTainted
ForbiddenMagic:TaintCoal,5187,false,ForbiddenMagic,fox.spiteful.forbidden.items.ItemTaintCoal
ForbiddenMagic:BlinkFocus,5188,false,ForbiddenMagic,fox.spiteful.forbidden.items.wands.ItemFocusBlink
BuildCraft|Core:wrenchItem,5189,false,BuildCraft|Core,buildcraft.core.ItemWrench
BuildCraft|Core:mapLocation,5190,false,BuildCraft|Core,buildcraft.core.ItemMapLocation
BuildCraft|Core:list,5191,false,BuildCraft|Core,buildcraft.core.ItemList
BuildCraft|Core:debugger,5192,false,BuildCraft|Core,buildcraft.core.ItemDebugger
BuildCraft|Core:woodenGearItem,5193,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:stoneGearItem,5194,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:ironGearItem,5195,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:goldGearItem,5196,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:diamondGearItem,5197,false,BuildCraft|Core,buildcraft.core.ItemGear
BuildCraft|Core:paintbrush,5198,false,BuildCraft|Core,buildcraft.core.ItemPaintbrush
ExtraUtilities:glove,5199,false,ExtraUtilities,com.rwtema.extrautils.item.ItemGlove
ExtraUtilities:heatingElement,5200,false,ExtraUtilities,com.rwtema.extrautils.item.ItemHeatingCoil
ExtraUtilities:mini-soul,5201,false,ExtraUtilities,com.rwtema.extrautils.item.ItemSoul
ExtraUtilities:paintbrush,5202,false,ExtraUtilities,com.rwtema.extrautils.item.ItemPaintbrush
ExtraUtilities:nodeUpgrade,5203,false,ExtraUtilities,com.rwtema.extrautils.item.ItemNodeUpgrade
ExtraUtilities:lawSword,5204,false,ExtraUtilities,com.rwtema.extrautils.item.ItemLawSword
ExtraUtilities:golden_lasso,5205,false,ExtraUtilities,com.rwtema.extrautils.item.ItemGoldenLasso
ExtraUtilities:divisionSigil,5206,false,ExtraUtilities,com.rwtema.extrautils.item.ItemDivisionSigil
ExtraUtilities:unstableingot,5207,false,ExtraUtilities,com.rwtema.extrautils.item.ItemUnstableIngot
ExtraUtilities:builderswand,5208,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBuildersWand
ExtraUtilities:shears,5209,false,ExtraUtilities,com.rwtema.extrautils.item.ItemPrecisionShears
ExtraUtilities:creativebuilderswand,5210,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBuildersWand
ExtraUtilities:ethericsword,5211,false,ExtraUtilities,com.rwtema.extrautils.item.ItemEthericSword
ExtraUtilities:erosionShovel,5212,false,ExtraUtilities,com.rwtema.extrautils.item.ItemErosionShovel
ExtraUtilities:destructionpickaxe,5213,false,ExtraUtilities,com.rwtema.extrautils.item.ItemDestructionPickaxe
ExtraUtilities:defoliageAxe,5214,false,ExtraUtilities,com.rwtema.extrautils.item.ItemHealingAxe
ExtraUtilities:temporalHoe,5215,false,ExtraUtilities,com.rwtema.extrautils.item.ItemTemporalHoe
ExtraUtilities:sonar_goggles,5216,false,ExtraUtilities,com.rwtema.extrautils.item.ItemSonarGoggles
ExtraUtilities:watering_can,5217,false,ExtraUtilities,com.rwtema.extrautils.item.ItemWateringCan
ExtraUtilities:scanner,5218,false,ExtraUtilities,com.rwtema.extrautils.item.scanner.ItemScanner
ExtraUtilities:bedrockiumIngot,5219,false,ExtraUtilities,com.rwtema.extrautils.item.ItemBedrockiumIngot
ExtraUtilities:microblocks,5220,false,ExtraUtilities,com.rwtema.extrautils.multipart.microblock.ItemMicroBlock
TConstruct:goldHead,5221,false,TConstruct,tconstruct.world.items.GoldenHead
TConstruct:strangeFood,5222,false,TConstruct,tconstruct.world.items.StrangeFood
TConstruct:oreBerries,5223,false,TConstruct,tconstruct.world.items.OreBerries
TConstruct:titleIcon,5224,false,TConstruct,tconstruct.tools.items.TitleIcon
TConstruct:blankPattern,5225,false,TConstruct,tconstruct.achievements.items.CraftAchievementItem
TConstruct:materials,5226,false,TConstruct,tconstruct.tools.items.MaterialItem
TConstruct:woodPattern,5227,false,TConstruct,tconstruct.tools.items.Pattern
TConstruct:manualBook,5228,false,TConstruct,tconstruct.tools.items.Manual
TConstruct:pickaxe,5229,false,TConstruct,tconstruct.items.tools.Pickaxe
TConstruct:shovel,5230,false,TConstruct,tconstruct.items.tools.Shovel
TConstruct:hatchet,5231,false,TConstruct,tconstruct.items.tools.Hatchet
TConstruct:broadsword,5232,false,TConstruct,tconstruct.items.tools.Broadsword
TConstruct:longsword,5233,false,TConstruct,tconstruct.items.tools.Longsword
TConstruct:rapier,5234,false,TConstruct,tconstruct.items.tools.Rapier
TConstruct:dagger,5235,false,TConstruct,tconstruct.items.tools.Dagger
TConstruct:cutlass,5236,false,TConstruct,tconstruct.items.tools.Cutlass
TConstruct:frypan,5237,false,TConstruct,tconstruct.items.tools.FryingPan
TConstruct:battlesign,5238,false,TConstruct,tconstruct.items.tools.BattleSign
TConstruct:mattock,5239,false,TConstruct,tconstruct.items.tools.Mattock
TConstruct:chisel,5240,false,TConstruct,tconstruct.items.tools.Chisel
TConstruct:lumberaxe,5241,false,TConstruct,tconstruct.items.tools.LumberAxe
TConstruct:cleaver,5242,false,TConstruct,tconstruct.items.tools.Cleaver
TConstruct:scythe,5243,false,TConstruct,tconstruct.items.tools.Scythe
TConstruct:excavator,5244,false,TConstruct,tconstruct.items.tools.Excavator
TConstruct:hammer,5245,false,TConstruct,tconstruct.items.tools.Hammer
TConstruct:battleaxe,5246,false,TConstruct,tconstruct.items.tools.Battleaxe
TConstruct:potionLauncher,5247,false,TConstruct,tconstruct.items.tools.PotionLauncher
TConstruct:toolRod,5248,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:toolShard,5249,false,TConstruct,tconstruct.tools.items.ToolShard
TConstruct:pickaxeHead,5250,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:shovelHead,5251,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:hatchetHead,5252,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:binding,5253,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:toughBinding,5254,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:toughRod,5255,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:heavyPlate,5256,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:swordBlade,5257,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:wideGuard,5258,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:handGuard,5259,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:crossbar,5260,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:knifeBlade,5261,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:fullGuard,5262,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:frypanHead,5263,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:signHead,5264,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:chiselHead,5265,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:scytheBlade,5266,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:broadAxeHead,5267,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:excavatorHead,5268,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:largeSwordBlade,5269,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:hammerHead,5270,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:creativeModifier,5271,false,TConstruct,tconstruct.tools.items.CreativeModifier
TConstruct:buckets,5272,false,TConstruct,tconstruct.smeltery.items.FilledBucket
TConstruct:metalPattern,5273,false,TConstruct,tconstruct.smeltery.items.MetalPattern
TConstruct:diamondApple,5274,false,TConstruct,tconstruct.armor.items.DiamondApple
TConstruct:jerky,5275,false,TConstruct,tconstruct.armor.items.Jerky
TConstruct:heartCanister,5276,false,TConstruct,tconstruct.armor.items.HeartCanister
TConstruct:knapsack,5277,false,TConstruct,tconstruct.armor.items.Knapsack
TConstruct:helmetWood,5278,false,TConstruct,tconstruct.armor.items.ArmorBasic
TConstruct:chestplateWood,5279,false,TConstruct,tconstruct.armor.items.ArmorBasic
TConstruct:leggingsWood,5280,false,TConstruct,tconstruct.armor.items.ArmorBasic
TConstruct:bootsWood,5281,false,TConstruct,tconstruct.armor.items.ArmorBasic
TConstruct:travelGoggles,5282,false,TConstruct,tconstruct.armor.items.TravelGear
TConstruct:travelVest,5283,false,TConstruct,tconstruct.armor.items.TravelGear
TConstruct:travelWings,5284,false,TConstruct,tconstruct.armor.items.TravelWings
TConstruct:travelBoots,5285,false,TConstruct,tconstruct.armor.items.TravelGear
TConstruct:travelGlove,5286,false,TConstruct,tconstruct.armor.items.TravelGlove
TConstruct:travelBelt,5287,false,TConstruct,tconstruct.armor.items.TravelBelt
TConstruct:bowstring,5288,false,TConstruct,tconstruct.tools.items.Bowstring
TConstruct:arrowhead,5289,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:fletching,5290,false,TConstruct,tconstruct.tools.items.Fletching
TConstruct:ShurikenPart,5291,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:BowLimbPart,5292,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:CrossbowLimbPart,5293,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:CrossbowBodyPart,5294,false,TConstruct,tconstruct.library.tools.DynamicToolPart
TConstruct:BoltPart,5295,false,TConstruct,tconstruct.library.tools.DualMaterialToolPart
TConstruct:Shuriken,5296,false,TConstruct,tconstruct.weaponry.weapons.Shuriken
TConstruct:ThrowingKnife,5297,false,TConstruct,tconstruct.weaponry.weapons.ThrowingKnife
TConstruct:Javelin,5298,false,TConstruct,tconstruct.weaponry.weapons.Javelin
TConstruct:ShortBow,5299,false,TConstruct,tconstruct.weaponry.weapons.ShortBow
TConstruct:LongBow,5300,false,TConstruct,tconstruct.weaponry.weapons.LongBow
TConstruct:Crossbow,5301,false,TConstruct,tconstruct.weaponry.weapons.Crossbow
TConstruct:ArrowAmmo,5302,false,TConstruct,tconstruct.weaponry.ammo.ArrowAmmo
TConstruct:BoltAmmo,5303,false,TConstruct,tconstruct.weaponry.ammo.BoltAmmo
TConstruct:Pattern,5304,false,TConstruct,tconstruct.weaponry.items.WeaponryPattern
TConstruct:Cast,5305,false,TConstruct,tconstruct.weaponry.items.WeaponryPattern
TConstruct:GlassArrows,5306,false,TConstruct,tconstruct.weaponry.items.GlassArrows
TConstruct:Boneana,5307,false,TConstruct,tconstruct.weaponry.items.Boneana
TConstruct:gearCast,5308,false,TConstruct,tconstruct.plugins.gears.GearCast
BloodArsenal:bound_bow,5309,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.BoundBow
BloodArsenal:blood_orange,5310,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodOrange
BloodArsenal:blood_infused_pickaxe_wood,5311,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedWoodPickaxe
BloodArsenal:blood_infused_axe_wood,5312,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedWoodAxe
BloodArsenal:blood_infused_shovel_wood,5313,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedWoodShovel
BloodArsenal:blood_infused_sword_wood,5314,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedWoodSword
BloodArsenal:amorphic_catalyst,5315,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
BloodArsenal:blood_infused_stick,5316,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
BloodArsenal:bound_sickle,5317,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.BoundSickle
BloodArsenal:blood_infused_pickaxe_iron,5318,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedIronPickaxe
BloodArsenal:blood_infused_axe_iron,5319,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedIronAxe
BloodArsenal:blood_infused_shovel_iron,5320,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedIronShovel
BloodArsenal:blood_infused_sword_iron,5321,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedIronSword
BloodArsenal:blood_infused_iron,5322,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
BloodArsenal:bound_shears,5323,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.BoundShears
BloodArsenal:blood_diamond,5324,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
BloodArsenal:blood_infused_diamond_unactive,5325,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamond
BloodArsenal:blood_infused_diamond_active,5326,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamond
BloodArsenal:blood_infused_diamond_bound,5327,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamond
BloodArsenal:blood_infused_pickaxe_diamond,5328,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamondPickaxe
BloodArsenal:blood_infused_axe_diamond,5329,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamondAxe
BloodArsenal:blood_infused_shovel_diamond,5330,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamondShovel
BloodArsenal:blood_infused_sword_diamond,5331,false,BloodArsenal,com.arc.bloodarsenal.common.items.tool.InfusedDiamondSword
BloodArsenal:heart,5332,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
BloodArsenal:soul_fragment,5333,false,BloodArsenal,com.arc.bloodarsenal.common.items.ItemBloodArsenal
